,truelabel,predictres
2015-03-09 10:30,1001,1010.45608
2015-03-09 10:45,1058,915.7992075
2015-03-09 11:00,1117,888.6188901
2015-03-09 11:15,891,1008.871404
2015-03-09 11:30,963,1048.665197
2015-03-09 11:45,1011,1078.377409
2015-03-09 12:00,531,1003.403953
2015-03-09 12:15,0,1112.435724
2015-03-09 12:30,628,846.8886216
2015-03-09 12:45,834,994.7478765
2015-03-09 13:00,756,970.4846201
2015-03-09 13:15,770,1042.439236
2015-03-09 13:30,806,1112.902197
2015-03-09 13:45,864,1107.740203
2015-03-09 14:00,875,909.6110352
2015-03-09 14:15,915,954.1254674
2015-03-09 14:30,774,993.7701496
2015-03-09 14:45,892,1025.94602
2015-03-09 15:00,880,1067.233065
2015-03-09 15:15,923,1073.372445
2015-03-09 15:30,1102,946.6556587
2015-03-09 15:45,846,963.6089983
2015-03-09 16:00,933,1001.195656
2015-03-09 16:15,802,1034.58798
2015-03-09 16:30,888,1079.484148
2015-03-09 16:45,951,1077.978204
2015-03-09 17:00,895,976.4001759
2015-03-09 17:15,872,1022.856075
2015-03-09 17:30,906,1021.152504
2015-03-09 17:45,936,1020.515263
2015-03-09 18:00,836,1043.91327
2015-03-09 18:15,992,974.0956808
2015-03-09 18:30,889,1037.450045
2015-03-09 18:45,868,1000.46976
2015-03-09 19:00,945,1011.900538
2015-03-09 19:15,1018,1053.149191
2015-03-09 19:30,897,979.3524902
2015-03-09 19:45,507,1024.045091
2015-03-09 20:00,404,1038.188108
2015-03-09 20:15,860,1103.409577
2015-03-09 20:30,848,1079.711819
2015-03-09 20:45,1040,1037.502867
2015-03-09 21:00,939,1018.183449
2015-03-09 21:15,828,1013.050216
2015-03-09 21:30,656,1014.157272
2015-03-09 21:45,795,1075.326646
2015-03-09 22:00,863,1073.579479
2015-03-09 22:15,828,1061.447544
2015-03-09 22:30,847,1061.511801
2015-03-09 22:45,934,1055.374632
2015-03-09 23:00,785,1043.312835
2015-03-09 23:15,702,1031.277434
2015-03-09 23:30,714,1068.943426
2015-03-09 23:45,884,1056.06994
2015-03-10 0:00,971,1061.702287
2015-03-10 0:15,843,1023.604913
2015-03-10 0:30,933,1037.185982
2015-03-10 0:45,714,1024.131688
2015-03-10 1:00,892,1074.772509
2015-03-10 1:15,784,1098.431215
2015-03-10 1:30,874,975.0414537
2015-03-10 1:45,813,1039.372234
2015-03-10 2:00,888,989.9648061
2015-03-10 2:15,955,1039.540089
2015-03-10 2:30,991,1018.243856
2015-03-10 2:45,849,1038.479829
2015-03-10 3:00,868,991.8958957
2015-03-10 3:15,665,1062.371218
2015-03-10 3:30,892,963.9855058
2015-03-10 3:45,842,1000.514379
2015-03-10 4:00,859,1006.461223
2015-03-10 4:15,946,1031.63587
2015-03-10 4:30,909,976.5601979
2015-03-10 4:45,775,1061.170993
2015-03-10 5:00,897,1043.264335
2015-03-10 5:15,866,1014.039669
2015-03-10 5:30,869,995.503154
2015-03-10 5:45,971,996.0404029
2015-03-10 6:00,858,1013.153024
2015-03-10 6:15,878,1006.216762
2015-03-10 6:30,905,1062.306785
2015-03-10 6:45,859,1018.014326
2015-03-10 7:00,931,965.1273749
2015-03-10 7:15,901,1025.342972
2015-03-10 7:30,1001,966.6429553
2015-03-10 7:45,983,987.3420511
2015-03-10 8:00,885,998.2895583
2015-03-10 8:15,848,1064.705344
2015-03-10 8:30,936,1032.765188
2015-03-10 8:45,921,935.1155178
2015-03-10 9:00,904,972.9180331
2015-03-10 9:15,1021,880.6993937
2015-03-10 9:30,969,904.7179406
2015-03-10 9:45,905,1024.091385
2015-03-10 10:00,970,1041.440524
2015-03-10 10:15,933,985.6448925
2015-03-10 10:30,520,1010.45608
2015-03-10 10:45,0,915.7992075
2015-03-10 11:00,574,888.6188901
2015-03-10 11:15,782,1008.871404
2015-03-10 11:30,736,1048.665197
2015-03-10 11:45,771,1078.377409
2015-03-10 12:00,852,1003.403953
2015-03-10 12:15,811,1112.435724
2015-03-10 12:30,845,846.8886216
2015-03-10 12:45,839,994.7478765
2015-03-10 13:00,774,970.4846201
2015-03-10 13:15,823,1042.439236
2015-03-10 13:30,874,1112.902197
2015-03-10 13:45,848,1107.740203
2015-03-10 14:00,697,909.6110352
2015-03-10 14:15,848,954.1254674
2015-03-10 14:30,879,993.7701496
2015-03-10 14:45,764,1025.94602
2015-03-10 15:00,811,1067.233065
2015-03-10 15:15,938,1073.372445
2015-03-10 15:30,901,946.6556587
2015-03-10 15:45,912,963.6089983
2015-03-10 16:00,957,1001.195656
2015-03-10 16:15,780,1034.58798
2015-03-10 16:30,830,1079.484148
2015-03-10 16:45,651,1077.978204
2015-03-10 17:00,839,976.4001759
2015-03-10 17:15,894,1022.856075
2015-03-10 17:30,876,1021.152504
2015-03-10 17:45,1040,1020.515263
2015-03-10 18:00,892,1043.91327
2015-03-10 18:15,380,974.0956808
2015-03-10 18:30,563,1037.450045
2015-03-10 18:45,905,1000.46976
2015-03-10 19:00,913,1011.900538
2015-03-10 19:15,887,1053.149191
2015-03-10 19:30,953,979.3524902
2015-03-10 19:45,803,1024.045091
2015-03-10 20:00,644,1038.188108
2015-03-10 20:15,796,1103.409577
2015-03-10 20:30,945,1079.711819
2015-03-10 20:45,784,1037.502867
2015-03-10 21:00,920,1018.183449
2015-03-10 21:15,961,1013.050216
2015-03-10 21:30,783,1014.157272
2015-03-10 21:45,667,1075.326646
2015-03-10 22:00,740,1073.579479
2015-03-10 22:15,871,1061.447544
2015-03-10 22:30,1029,1061.511801
2015-03-10 22:45,822,1055.374632
2015-03-10 23:00,884,1043.312835
2015-03-10 23:15,685,1031.277434
2015-03-10 23:30,795,1068.943426
2015-03-10 23:45,796,1056.06994
2015-03-11 0:00,915,1061.702287
2015-03-11 0:15,886,1023.604913
2015-03-11 0:30,842,1037.185982
2015-03-11 0:45,931,1024.131688
2015-03-11 1:00,1031,1074.772509
2015-03-11 1:15,746,1098.431215
2015-03-11 1:30,790,975.0414537
2015-03-11 1:45,493,1039.372234
2015-03-11 2:00,892,989.9648061
2015-03-11 2:15,842,1039.540089
2015-03-11 2:30,884,1018.243856
2015-03-11 2:45,860,1038.479829
2015-03-11 3:00,882,991.8958957
2015-03-11 3:15,695,1062.371218
2015-03-11 3:30,828,963.9855058
2015-03-11 3:45,849,1000.514379
2015-03-11 4:00,845,1006.461223
2015-03-11 4:15,928,1031.63587
2015-03-11 4:30,917,976.5601979
2015-03-11 4:45,790,1061.170993
2015-03-11 5:00,873,1043.264335
2015-03-11 5:15,847,1014.039669
2015-03-11 5:30,870,995.503154
2015-03-11 5:45,941,996.0404029
2015-03-11 6:00,983,1013.153024
2015-03-11 6:15,899,1006.216762
2015-03-11 6:30,828,1062.306785
2015-03-11 6:45,894,1018.014326
2015-03-11 7:00,800,965.1273749
2015-03-11 7:15,826,1025.342972
2015-03-11 7:30,878,966.6429553
2015-03-11 7:45,1021,987.3420511
2015-03-11 8:00,1026,998.2895583
2015-03-11 8:15,811,1064.705344
2015-03-11 8:30,881,1032.765188
2015-03-11 8:45,990,935.1155178
2015-03-11 9:00,480,972.9180331
2015-03-11 9:15,470,880.6993937
2015-03-11 9:30,501,904.7179406
2015-03-11 9:45,726,1024.091385
2015-03-11 10:00,648,1041.440524
2015-03-11 10:15,781,985.6448925
2015-03-11 10:30,772,1010.45608
2015-03-11 10:45,787,915.7992075
2015-03-11 11:00,843,888.6188901
2015-03-11 11:15,730,1008.871404
2015-03-11 11:30,751,1048.665197
2015-03-11 11:45,777,1078.377409
2015-03-11 12:00,920,1003.403953
2015-03-11 12:15,790,1112.435724
2015-03-11 12:30,880,846.8886216
2015-03-11 12:45,810,994.7478765
2015-03-11 13:00,880,970.4846201
2015-03-11 13:15,749,1042.439236
2015-03-11 13:30,767,1112.902197
2015-03-11 13:45,858,1107.740203
2015-03-11 14:00,875,909.6110352
2015-03-11 14:15,917,954.1254674
2015-03-11 14:30,893,993.7701496
2015-03-11 14:45,847,1025.94602
2015-03-11 15:00,794,1067.233065
2015-03-11 15:15,663,1073.372445
2015-03-11 15:30,828,946.6556587
2015-03-11 15:45,894,963.6089983
2015-03-11 16:00,644,1001.195656
2015-03-11 16:15,939,1034.58798
2015-03-11 16:30,799,1079.484148
2015-03-11 16:45,891,1077.978204
2015-03-11 17:00,440,976.4001759
2015-03-11 17:15,873,1022.856075
2015-03-11 17:30,741,1021.152504
2015-03-11 17:45,813,1020.515263
2015-03-11 18:00,923,1043.91327
2015-03-11 18:15,721,974.0956808
2015-03-11 18:30,648,1037.450045
2015-03-11 18:45,783,1000.46976
2015-03-11 19:00,873,1011.900538
2015-03-11 19:15,844,1053.149191
2015-03-11 19:30,826,979.3524902
2015-03-11 19:45,939,1024.045091
2015-03-11 20:00,742,1038.188108
2015-03-11 20:15,714,1103.409577
2015-03-11 20:30,769,1079.711819
2015-03-11 20:45,882,1037.502867
2015-03-11 21:00,1019,1018.183449
2015-03-11 21:15,899,1013.050216
2015-03-11 21:30,895,1014.157272
2015-03-11 21:45,574,1075.326646
2015-03-11 22:00,824,1073.579479
2015-03-11 22:15,778,1061.447544
2015-03-11 22:30,811,1061.511801
2015-03-11 22:45,829,1055.374632
2015-03-11 23:00,859,1043.312835
2015-03-11 23:15,921,1031.277434
2015-03-11 23:30,938,1068.943426
2015-03-11 23:45,757,1056.06994
2015-03-12 0:00,765,1061.702287
2015-03-12 0:15,652,1023.604913
2015-03-12 0:30,875,1037.185982
2015-03-12 0:45,875,1024.131688
2015-03-12 1:00,800,1074.772509
2015-03-12 1:15,827,1098.431215
2015-03-12 1:30,870,975.0414537
2015-03-12 1:45,793,1039.372234
2015-03-12 2:00,866,989.9648061
2015-03-12 2:15,882,1039.540089
2015-03-12 2:30,943,1018.243856
2015-03-12 2:45,955,1038.479829
2015-03-12 3:00,846,991.8958957
2015-03-12 3:15,802,1062.371218
2015-03-12 3:30,776,963.9855058
2015-03-12 3:45,858,1000.514379
2015-03-12 4:00,872,1006.461223
2015-03-12 4:15,890,1031.63587
2015-03-12 4:30,955,976.5601979
2015-03-12 4:45,842,1061.170993
2015-03-12 5:00,779,1043.264335
2015-03-12 5:15,892,1014.039669
2015-03-12 5:30,822,995.503154
2015-03-12 5:45,844,996.0404029
2015-03-12 6:00,878,1013.153024
2015-03-12 6:15,958,1006.216762
2015-03-12 6:30,927,1062.306785
2015-03-12 6:45,804,1018.014326
2015-03-12 7:00,844,965.1273749
2015-03-12 7:15,888,1025.342972
2015-03-12 7:30,519,966.6429553
2015-03-12 7:45,723,987.3420511
2015-03-12 8:00,527,998.2895583
2015-03-12 8:15,729,1064.705344
2015-03-12 8:30,676,1032.765188
2015-03-12 8:45,733,935.1155178
2015-03-12 9:00,729,972.9180331
2015-03-12 9:15,704,880.6993937
2015-03-12 9:30,755,904.7179406
2015-03-12 9:45,668,1024.091385
2015-03-12 10:00,664,1041.440524
2015-03-12 10:15,711,985.6448925
2015-03-12 10:30,758,1010.45608
2015-03-12 10:45,829,915.7992075
2015-03-12 11:00,756,888.6188901
2015-03-12 11:15,794,1008.871404
2015-03-12 11:30,730,1048.665197
2015-03-12 11:45,646,1078.377409
2015-03-12 12:00,733,1003.403953
2015-03-12 12:15,774,1112.435724
2015-03-12 12:30,749,846.8886216
2015-03-12 12:45,756,994.7478765
2015-03-12 13:00,904,970.4846201
2015-03-12 13:15,766,1042.439236
2015-03-12 13:30,736,1112.902197
2015-03-12 13:45,560,1107.740203
2015-03-12 14:00,713,909.6110352
2015-03-12 14:15,770,954.1254674
2015-03-12 14:30,685,993.7701496
2015-03-12 14:45,814,1025.94602
2015-03-12 15:00,713,1067.233065
2015-03-12 15:15,429,1073.372445
2015-03-12 15:30,418,946.6556587
2015-03-12 15:45,823,963.6089983
2015-03-12 16:00,754,1001.195656
2015-03-12 16:15,774,1034.58798
2015-03-12 16:30,921,1079.484148
2015-03-12 16:45,647,1077.978204
2015-03-12 17:00,485,976.4001759
2015-03-12 17:15,696,1022.856075
2015-03-12 17:30,811,1021.152504
2015-03-12 17:45,710,1020.515263
2015-03-12 18:00,837,1043.91327
2015-03-12 18:15,834,974.0956808
2015-03-12 18:30,641,1037.450045
2015-03-12 18:45,626,1000.46976
2015-03-12 19:00,697,1011.900538
2015-03-12 19:15,803,1053.149191
2015-03-12 19:30,900,979.3524902
2015-03-12 19:45,837,1024.045091
2015-03-12 20:00,836,1038.188108
2015-03-12 20:15,571,1103.409577
2015-03-12 20:30,746,1079.711819
2015-03-12 20:45,711,1037.502867
2015-03-12 21:00,680,1018.183449
2015-03-12 21:15,811,1013.050216
2015-03-12 21:30,753,1014.157272
2015-03-12 21:45,889,1075.326646
2015-03-12 22:00,829,1073.579479
2015-03-12 22:15,691,1061.447544
2015-03-12 22:30,793,1061.511801
2015-03-12 22:45,739,1055.374632
2015-03-12 23:00,816,1043.312835
2015-03-12 23:15,845,1031.277434
2015-03-12 23:30,717,1068.943426
2015-03-12 23:45,802,1056.06994
2015-03-13 0:00,797,1061.702287
2015-03-13 0:15,643,1023.604913
2015-03-13 0:30,788,1037.185982
2015-03-13 0:45,760,1024.131688
2015-03-13 1:00,774,1074.772509
2015-03-13 1:15,875,1098.431215
2015-03-13 1:30,713,975.0414537
2015-03-13 1:45,750,1039.372234
2015-03-13 2:00,737,989.9648061
2015-03-13 2:15,745,1039.540089
2015-03-13 2:30,776,1018.243856
2015-03-13 2:45,830,1038.479829
2015-03-13 3:00,963,991.8958957
2015-03-13 3:15,736,1062.371218
2015-03-13 3:30,820,963.9855058
2015-03-13 3:45,730,1000.514379
2015-03-13 4:00,757,1006.461223
2015-03-13 4:15,786,1031.63587
2015-03-13 4:30,780,976.5601979
2015-03-13 4:45,846,1061.170993
2015-03-13 5:00,830,1043.264335
2015-03-13 5:15,738,1014.039669
2015-03-13 5:30,683,995.503154
2015-03-13 5:45,841,996.0404029
2015-03-13 6:00,550,1013.153024
2015-03-13 6:15,636,1006.216762
2015-03-13 6:30,494,1062.306785
2015-03-13 6:45,614,1018.014326
2015-03-13 7:00,629,965.1273749
2015-03-13 7:15,600,1025.342972
2015-03-13 7:30,660,966.6429553
2015-03-13 7:45,720,987.3420511
2015-03-13 8:00,751,998.2895583
2015-03-13 8:15,602,1064.705344
2015-03-13 8:30,609,1032.765188
2015-03-13 8:45,661,935.1155178
2015-03-13 9:00,612,972.9180331
2015-03-13 9:15,717,880.6993937
2015-03-13 9:30,734,904.7179406
2015-03-13 9:45,738,1024.091385
2015-03-13 10:00,680,1041.440524
2015-03-13 10:15,641,985.6448925
2015-03-13 10:30,705,1010.45608
2015-03-13 10:45,682,915.7992075
2015-03-13 11:00,736,888.6188901
2015-03-13 11:15,738,1008.871404
2015-03-13 11:30,851,1048.665197
2015-03-13 11:45,634,1078.377409
2015-03-13 12:00,753,1003.403953
2015-03-13 12:15,1181,1112.435724
2015-03-13 12:30,663,846.8886216
2015-03-13 12:45,752,994.7478765
2015-03-13 13:00,560,970.4846201
2015-03-13 13:15,826,1042.439236
2015-03-13 13:30,679,1112.902197
2015-03-13 13:45,438,1107.740203
2015-03-13 14:00,396,909.6110352
2015-03-13 14:15,718,954.1254674
2015-03-13 14:30,828,993.7701496
2015-03-13 14:45,759,1025.94602
2015-03-13 15:00,783,1067.233065
2015-03-13 15:15,541,1073.372445
2015-03-13 15:30,537,946.6556587
2015-03-13 15:45,703,963.6089983
2015-03-13 16:00,712,1001.195656
2015-03-13 16:15,701,1034.58798
2015-03-13 16:30,800,1079.484148
2015-03-13 16:45,864,1077.978204
2015-03-13 17:00,606,976.4001759
2015-03-13 17:15,575,1022.856075
2015-03-13 17:30,699,1021.152504
2015-03-13 17:45,708,1020.515263
2015-03-13 18:00,874,1043.91327
2015-03-13 18:15,738,974.0956808
2015-03-13 18:30,817,1037.450045
2015-03-13 18:45,456,1000.46976
2015-03-13 19:00,788,1011.900538
2015-03-13 19:15,672,1053.149191
2015-03-13 19:30,750,979.3524902
2015-03-13 19:45,776,1024.045091
2015-03-13 20:00,645,1038.188108
2015-03-13 20:15,811,1103.409577
2015-03-13 20:30,810,1079.711819
2015-03-13 20:45,683,1037.502867
2015-03-13 21:00,697,1018.183449
2015-03-13 21:15,460,1013.050216
2015-03-13 21:30,832,1014.157272
2015-03-13 21:45,747,1075.326646
2015-03-13 22:00,764,1073.579479
2015-03-13 22:15,709,1061.447544
2015-03-13 22:30,736,1061.511801
2015-03-13 22:45,660,1055.374632
2015-03-13 23:00,729,1043.312835
2015-03-13 23:15,761,1031.277434
2015-03-13 23:30,813,1068.943426
2015-03-13 23:45,874,1056.06994
2015-03-14 0:00,691,1061.702287
2015-03-14 0:15,690,1023.604913
2015-03-14 0:30,758,1037.185982
2015-03-14 0:45,739,1024.131688
2015-03-14 1:00,799,1074.772509
2015-03-14 1:15,834,1098.431215
2015-03-14 1:30,853,975.0414537
2015-03-14 1:45,745,1039.372234
2015-03-14 2:00,786,989.9648061
2015-03-14 2:15,766,1039.540089
2015-03-14 2:30,748,1018.243856
2015-03-14 2:45,708,1038.479829
2015-03-14 3:00,706,991.8958957
2015-03-14 3:15,839,1062.371218
2015-03-14 3:30,710,963.9855058
2015-03-14 3:45,750,1000.514379
2015-03-14 4:00,767,1006.461223
2015-03-14 4:15,790,1031.63587
2015-03-14 4:30,472,976.5601979
2015-03-14 4:45,648,1061.170993
2015-03-14 5:00,492,1043.264335
2015-03-14 5:15,656,1014.039669
2015-03-14 5:30,574,995.503154
2015-03-14 5:45,591,996.0404029
2015-03-14 6:00,616,1013.153024
2015-03-14 6:15,676,1006.216762
2015-03-14 6:30,696,1062.306785
2015-03-14 6:45,586,1018.014326
2015-03-14 7:00,587,965.1273749
2015-03-14 7:15,636,1025.342972
2015-03-14 7:30,605,966.6429553
2015-03-14 7:45,696,987.3420511
2015-03-14 8:00,697,998.2895583
2015-03-14 8:15,778,1064.705344
2015-03-14 8:30,715,1032.765188
2015-03-14 8:45,683,935.1155178
2015-03-14 9:00,650,972.9180331
2015-03-14 9:15,654,880.6993937
2015-03-14 9:30,735,904.7179406
2015-03-14 9:45,739,1024.091385
2015-03-14 10:00,774,1041.440524
2015-03-14 10:15,682,985.6448925
2015-03-14 10:30,738,1010.45608
2015-03-14 10:45,433,915.7992075
2015-03-14 11:00,587,888.6188901
2015-03-14 11:15,701,1008.871404
2015-03-14 11:30,593,1048.665197
2015-03-14 11:45,845,1078.377409
2015-03-14 12:00,673,1003.403953
2015-03-14 12:15,492,1112.435724
2015-03-14 12:30,422,846.8886216
2015-03-14 12:45,667,994.7478765
2015-03-14 13:00,701,970.4846201
2015-03-14 13:15,703,1042.439236
2015-03-14 13:30,821,1112.902197
2015-03-14 13:45,548,1107.740203
2015-03-14 14:00,826,909.6110352
2015-03-14 14:15,635,954.1254674
2015-03-14 14:30,646,993.7701496
2015-03-14 14:45,677,1025.94602
2015-03-14 15:00,719,1067.233065
2015-03-14 15:15,768,1073.372445
2015-03-14 15:30,553,946.6556587
2015-03-14 15:45,552,963.6089983
2015-03-14 16:00,679,1001.195656
2015-03-14 16:15,663,1034.58798
2015-03-14 16:30,873,1079.484148
2015-03-14 16:45,731,1077.978204
2015-03-14 17:00,793,976.4001759
2015-03-14 17:15,571,1022.856075
2015-03-14 17:30,725,1021.152504
2015-03-14 17:45,654,1020.515263
2015-03-14 18:00,659,1043.91327
2015-03-14 18:15,733,974.0956808
2015-03-14 18:30,820,1037.450045
2015-03-14 18:45,834,1000.46976
2015-03-14 19:00,753,1011.900538
2015-03-14 19:15,693,1053.149191
2015-03-14 19:30,697,979.3524902
2015-03-14 19:45,541,1024.045091
2015-03-14 20:00,743,1038.188108
2015-03-14 20:15,747,1103.409577
2015-03-14 20:30,723,1079.711819
2015-03-14 20:45,705,1037.502867
2015-03-14 21:00,769,1018.183449
2015-03-14 21:15,669,1013.050216
2015-03-14 21:30,687,1014.157272
2015-03-14 21:45,714,1075.326646
2015-03-14 22:00,760,1073.579479
2015-03-14 22:15,803,1061.447544
2015-03-14 22:30,708,1061.511801
2015-03-14 22:45,749,1055.374632
2015-03-14 23:00,714,1043.312835
2015-03-14 23:15,707,1031.277434
2015-03-14 23:30,762,1068.943426
2015-03-14 23:45,831,1056.06994
2015-03-15 0:00,825,1061.702287
2015-03-15 0:15,739,1023.604913
2015-03-15 0:30,762,1037.185982
2015-03-15 0:45,691,1024.131688
2015-03-15 1:00,717,1074.772509
2015-03-15 1:15,764,1098.431215
2015-03-15 1:30,778,975.0414537
2015-03-15 1:45,854,1039.372234
2015-03-15 2:00,743,989.9648061
2015-03-15 2:15,727,1039.540089
2015-03-15 2:30,705,1018.243856
2015-03-15 2:45,713,1038.479829
2015-03-15 3:00,475,991.8958957
2015-03-15 3:15,605,1062.371218
2015-03-15 3:30,395,963.9855058
2015-03-15 3:45,628,1000.514379
2015-03-15 4:00,545,1006.461223
2015-03-15 4:15,627,1031.63587
2015-03-15 4:30,640,976.5601979
2015-03-15 4:45,633,1061.170993
2015-03-15 5:00,657,1043.264335
2015-03-15 5:15,490,1014.039669
2015-03-15 5:30,629,995.503154
2015-03-15 5:45,582,996.0404029
2015-03-15 6:00,587,1013.153024
2015-03-15 6:15,645,1006.216762
2015-03-15 6:30,718,1062.306785
2015-03-15 6:45,636,1018.014326
2015-03-15 7:00,584,965.1273749
2015-03-15 7:15,626,1025.342972
2015-03-15 7:30,593,966.6429553
2015-03-15 7:45,632,987.3420511
2015-03-15 8:00,697,998.2895583
2015-03-15 8:15,675,1064.705344
2015-03-15 8:30,693,1032.765188
2015-03-15 8:45,614,935.1155178
2015-03-15 9:00,733,972.9180331
2015-03-15 9:15,551,880.6993937
2015-03-15 9:30,608,904.7179406
2015-03-15 9:45,610,1024.091385
2015-03-15 10:00,731,1041.440524
2015-03-15 10:15,746,985.6448925
2015-03-15 10:30,532,1010.45608
2015-03-15 10:45,350,915.7992075
2015-03-15 11:00,433,888.6188901
2015-03-15 11:15,597,1008.871404
2015-03-15 11:30,652,1048.665197
2015-03-15 11:45,693,1078.377409
2015-03-15 12:00,740,1003.403953
2015-03-15 12:15,496,1112.435724
2015-03-15 12:30,458,846.8886216
2015-03-15 12:45,590,994.7478765
2015-03-15 13:00,634,970.4846201
2015-03-15 13:15,629,1042.439236
2015-03-15 13:30,755,1112.902197
2015-03-15 13:45,835,1107.740203
2015-03-15 14:00,541,909.6110352
2015-03-15 14:15,617,954.1254674
2015-03-15 14:30,623,993.7701496
2015-03-15 14:45,642,1025.94602
2015-03-15 15:00,685,1067.233065
2015-03-15 15:15,763,1073.372445
2015-03-15 15:30,746,946.6556587
2015-03-15 15:45,542,963.6089983
2015-03-15 16:00,648,1001.195656
2015-03-15 16:15,632,1034.58798
2015-03-15 16:30,381,1079.484148
2015-03-15 16:45,708,1077.978204
2015-03-15 17:00,758,976.4001759
2015-03-15 17:15,811,1022.856075
2015-03-15 17:30,688,1021.152504
2015-03-15 17:45,665,1020.515263
2015-03-15 18:00,662,1043.91327
2015-03-15 18:15,522,974.0956808
2015-03-15 18:30,699,1037.450045
2015-03-15 18:45,683,1000.46976
2015-03-15 19:00,699,1011.900538
2015-03-15 19:15,652,1053.149191
2015-03-15 19:30,725,979.3524902
2015-03-15 19:45,694,1024.045091
2015-03-15 20:00,677,1038.188108
2015-03-15 20:15,667,1103.409577
2015-03-15 20:30,698,1079.711819
2015-03-15 20:45,800,1037.502867
2015-03-15 21:00,624,1018.183449
2015-03-15 21:15,735,1013.050216
2015-03-15 21:30,666,1014.157272
2015-03-15 21:45,678,1075.326646
2015-03-15 22:00,748,1073.579479
2015-03-15 22:15,797,1061.447544
2015-03-15 22:30,826,1061.511801
2015-03-15 22:45,679,1055.374632
2015-03-15 23:00,785,1043.312835
2015-03-15 23:15,646,1031.277434
2015-03-15 23:30,722,1068.943426
2015-03-15 23:45,641,1056.06994
2015-03-16 0:00,687,1061.702287
2015-03-16 0:15,824,1023.604913
2015-03-16 0:30,724,1037.185982
2015-03-16 0:45,748,1024.131688
2015-03-16 1:00,666,1074.772509
2015-03-16 1:15,715,1098.431215
2015-03-16 1:30,479,975.0414537
2015-03-16 1:45,587,1039.372234
2015-03-16 2:00,394,989.9648061
2015-03-16 2:15,589,1039.540089
2015-03-16 2:30,512,1018.243856
2015-03-16 2:45,507,1038.479829
2015-03-16 3:00,509,991.8958957
2015-03-16 3:15,613,1062.371218
2015-03-16 3:30,611,963.9855058
2015-03-16 3:45,481,1000.514379
2015-03-16 4:00,557,1006.461223
2015-03-16 4:15,561,1031.63587
2015-03-16 4:30,581,976.5601979
2015-03-16 4:45,563,1061.170993
2015-03-16 5:00,653,1043.264335
2015-03-16 5:15,665,1014.039669
2015-03-16 5:30,531,995.503154
2015-03-16 5:45,649,996.0404029
2015-03-16 6:00,578,1013.153024
2015-03-16 6:15,592,1006.216762
2015-03-16 6:30,614,1062.306785
2015-03-16 6:45,629,1018.014326
2015-03-16 7:00,676,965.1273749
2015-03-16 7:15,493,1025.342972
2015-03-16 7:30,662,966.6429553
2015-03-16 7:45,669,987.3420511
2015-03-16 8:00,582,998.2895583
2015-03-16 8:15,585,1064.705344
2015-03-16 8:30,691,1032.765188
2015-03-16 8:45,654,935.1155178
2015-03-16 9:00,531,972.9180331
2015-03-16 9:15,416,880.6993937
2015-03-16 9:30,383,904.7179406
2015-03-16 9:45,582,1024.091385
2015-03-16 10:00,627,1041.440524
2015-03-16 10:15,659,985.6448925
2015-03-16 10:30,621,1010.45608
2015-03-16 10:45,488,915.7992075
2015-03-16 11:00,403,888.6188901
2015-03-16 11:15,579,1008.871404
2015-03-16 11:30,607,1048.665197
2015-03-16 11:45,631,1078.377409
2015-03-16 12:00,641,1003.403953
2015-03-16 12:15,708,1112.435724
2015-03-16 12:30,509,846.8886216
2015-03-16 12:45,558,994.7478765
2015-03-16 13:00,596,970.4846201
2015-03-16 13:15,645,1042.439236
2015-03-16 13:30,776,1112.902197
2015-03-16 13:45,674,1107.740203
2015-03-16 14:00,684,909.6110352
2015-03-16 14:15,346,954.1254674
2015-03-16 14:30,674,993.7701496
2015-03-16 14:45,630,1025.94602
2015-03-16 15:00,617,1067.233065
2015-03-16 15:15,674,1073.372445
2015-03-16 15:30,681,946.6556587
2015-03-16 15:45,708,963.6089983
2015-03-16 16:00,671,1001.195656
2015-03-16 16:15,643,1034.58798
2015-03-16 16:30,596,1079.484148
2015-03-16 16:45,432,1077.978204
2015-03-16 17:00,623,976.4001759
2015-03-16 17:15,663,1022.856075
2015-03-16 17:30,708,1021.152504
2015-03-16 17:45,599,1020.515263
2015-03-16 18:00,728,1043.91327
2015-03-16 18:15,595,974.0956808
2015-03-16 18:30,658,1037.450045
2015-03-16 18:45,684,1000.46976
2015-03-16 19:00,695,1011.900538
2015-03-16 19:15,749,1053.149191
2015-03-16 19:30,559,979.3524902
2015-03-16 19:45,701,1024.045091
2015-03-16 20:00,630,1038.188108
2015-03-16 20:15,665,1103.409577
2015-03-16 20:30,699,1079.711819
2015-03-16 20:45,717,1037.502867
2015-03-16 21:00,790,1018.183449
2015-03-16 21:15,696,1013.050216
2015-03-16 21:30,719,1014.157272
2015-03-16 21:45,607,1075.326646
2015-03-16 22:00,638,1073.579479
2015-03-16 22:15,685,1061.447544
2015-03-16 22:30,692,1061.511801
2015-03-16 22:45,817,1055.374632
2015-03-16 23:00,613,1043.312835
2015-03-16 23:15,736,1031.277434
2015-03-16 23:30,748,1068.943426
2015-03-16 23:45,699,1056.06994
2015-03-17 0:00,460,1061.702287
2015-03-17 0:15,553,1023.604913
2015-03-17 0:30,403,1037.185982
2015-03-17 0:45,544,1024.131688
2015-03-17 1:00,515,1074.772509
2015-03-17 1:15,522,1098.431215
2015-03-17 1:30,565,975.0414537
2015-03-17 1:45,545,1039.372234
2015-03-17 2:00,555,989.9648061
