 3, 4, 9, 3, 3, 8, 6, 6, 7, 7, 6, 4, 4, 9, 4, 3, 6, 8, 5, 5, 3, 5, 6, 4, 8, 5, 6, 7, 8, 4, 5, 5, 5, 2, 4, 3, 6, 4, 5, 6, 3, 6, 5, 8, 7, 5, 9, 6, 5, 8, 12, 5, 7, 4, 3, 5, 8, 3, 4, 6, 4, 2, X, 3, 2, 6, 3, 8, 7, 2, 4, 7, 9, 6, 6, , 4, 11, 4, 7, 7, 1, 2, 6, 5, 13, 6, 12, 4, 4
 2, 6, 7, , 6, 4, 4, 3, 5, 8, 7, 3, 4, 6, 5, 6, 7, 4, 6, 3, 5, 6, 3, 6, 5, 3, 5, 6, 4, 7, 5, 5, 3, 5, 5, 7, 9, 5, 8, 6, 8, 4, 3, 6, 7, 5, 10, 3, 7, 9, 5, 6, 11, 4, 3, 7, 5, 6, 7, 9, 4, 5, X, 3, 8, 5, 9, 5, 7, 7, 5, 4, 12, 6, 5, , 4, 6, 3, 7, 9, 7, 4, 6, 4, 6, 7, 5, 7, 6
 2, 5, 5, 4, 11, 3, 3, 5, 5, 13, 6, 8, 3, 3, 1, 7, 10, 4, 4, 5, 4, 4, 5, 9, 12, 3, 3, 3, 1, 9, 7, 7, 6, 6, 5, 7, 4, 7, 7, 4, 11, 5, 5, 9, 7, 6, 4, 5, 3, 5, 5, 5, 8, 2, , 10, 10, 5, 5, 7, 3, 8, X, 7, 4, 11, 4, 4, 3, 3, 3, 4, 4, 7, 3, , 3, 8, 5, 10, 10, 5, 8, 2, 6, 10, 9, 6, 5, 7
 3, 5, 3, 6, 8, 5, 10, 5, 3, 6, 6, 4, 8, 3, 4, 2, 6, 7, 2, 6, 4, 3, 7, 8, 7, 4, 5, 5, 2, 5, 7, 4, 3, 4, 6, 10, 5, 7, 3, 3, 2, 3, 4, 2, 9, 3, 5, 2, 3, 5, 6, 6, 5, 10, 6, 4, 12, 7, 3, 8, 7, 6, X, 4, 3, 3, 4, 6, 5, 4, 6, 5, 5, 6, 7, , 4, 5, 6, 6, 6, 5, 7, 3, 8, 5, 9, 9, 5, 3
 0, 3, 10, 4, 3, 3, 2, 4, , 5, 9, 1, 2, 5, 4, 4, 5, 3, 5, 8, 5, 5, 4, 8, 6, 5, 3, 10, 3, , 3, 7, 3, 3, 4, 4, 3, 7, 10, 2, 3, 4, 2, 9, 6, 8, 4, 5, 3, 5, 9, 3, 5, 3, 2, 4, 4, 3, 5, 3, 5, 8, X, 3, 6, 3, 5, 2, 4, 4, 3, 7, 5, 5, 2, , 4, 5, 5, 4, 7, 5, 4, 6, 3, 9, 4, 5, 5, 2
 3, 2, 5, 6, 4, 6, 6, 5, 4, 7, 6, 3, 7, 8, 10, 2, 8, 5, 4, 2, 4, 4, 6, 6, 10, 7, 4, 4, 7, 4, 7, 8, 5, 4, 6, 5, 7, 11, 9, 3, 2, 2, 6, 5, 7, 7, 4, 4, 3, 7, 7, 6, 7, 5, 8, 6, 5, 3, 9, 6, 8, 7, X, 6, 2, 7, 5, 6, 5, 4, 3, 3, 8, 7, 8, , 4, 2, 4, 4, 7, 6, 6, 5, 5, 6, 6, 11, 3, 5
 3, 3, 6, 4, 6, 8, 4, 6, 3, 7, 7, 4, 3, 5, 3, 2, 10, 9, 5, 4, 4, 5, 9, 4, 6, 4, 6, 8, 3, 5, 7, 7, 2, 5, 4, 3, 5, 5, 8, 5, 3, 6, 3, 8, 8, 7, 4, 4, 11, 5, 4, 3, 5, 8, 4, 7, 6, 5, 8, 10, 4, 3, X, 5, 2, 8, 10, 3, 9, 6, 7, 7, 7, 7, 8, , 5, 5, 10, 5, 11, 6, 4, 3, 8, 3, 7, 7, 5, 6
 5, 8, 4, 2, 6, 5, 5, 3, 4, 6, 8, 4, 5, 5, 5, 3, 7, 9, 3, 5, 4, 9, 6, 6, 6, 4, 5, 5, 4, 3, 10, 5, 3, 5, 7, 4, 7, 7, 6, 6, 7, 10, 3, 3, 7, 8, 5, 6, 6, 8, 1, 7, 5, 2, 7, 6, 5, 6, 5, 7, 6, 6, X, 6, 4, 6, 10, 5, 4, 6, 8, 2, 4, 6, 3, , 3, 5, 11, 6, 8, 2, 6, 8, 4, 3, 8, 9, 3, 4
 5, 5, 5, 4, 4, 3, 7, 4, 5, 5, 3, 8, 7, 2, 2, 3, 4, 9, 5, 6, 8, 2, 4, 5, 7, 3, 4, 3, 5, 3, 10, 5, 4, 4, 7, 4, 8, 7, 7, 2, 6, 5, 3, 8, 5, 7, 6, 5, 7, 2, 3, 5, 6, 3, 4, 9, 3, 4, 4, 6, 3, 7, X, 5, 2, 6, 5, 5, 3, 7, 7, 5, 13, 8, 4, , 5, 3, 4, 6, 13, 4, 15, 7, 5, 7, 9, 5, 3, 5
 4, 4, 6, 8, 10, 5, 7, 3, 3, 7, 4, 8, 6, 5, 10, 10, 3, 6, 2, 3, 2, 10, 7, 5, 6, 5, 3, 6, 6, 3, 9, 6, 4, 2, 2, 7, 6, 7, 6, 4, 7, 6, 4, 1, 4, 8, 6, 3, 6, 4, 6, 4, 8, 2, 2, 6, 6, 5, 8, 10, 5, 7, X, 6, 2, 8, 4, 3, 5, 6, 3, 3, 7, 9, 9, , 5, 6, 3, 7, 6, 5, 4, 2, 2, 9, 6, 8, 9, 9
 3, 8, 6, 4, 7, 3, 5, 7, 3, 7, 8, 3, 4, 3, 4, 4, 5, 10, 6, 4, 11, 3, 6, 3, 5, 3, 5, 5, 3, 8, 6, 7, 3, 6, 10, 8, 5, 6, 6, 5, 3, 3, 5, 6, 6, 5, 4, 2, 4, 9, 4, 7, 5, 5, 6, 4, 7, 8, 10, 9, 6, 3, X, 5, 6, 11, 9, 7, 7, 2, 7, 6, 10, 7, 7, , 6, 3, 7, 14, 9, 7, 4, 6, 2, 5, 9, 9, 5, 3
 5, 5, 8, 3, 8, 7, 3, 6, 3, 5, 6, 5, 3, 5, 4, 4, 6, 7, 6, 4, 6, 9, 8, 9, 12, 7, 4, 5, 7, 6, 7, 8, 2, 6, 5, 5, 5, 5, 7, 4, 4, 11, 3, 6, 5, 7, 5, 9, 4, 4, 8, 7, 7, 7, 2, 4, 5, 6, 10, 7, 6, 4, X, 7, 2, 6, 8, 7, 9, 6, 3, 8, 5, 7, 4, , 7, 7, 4, 12, 7, 3, 4, 4, 4, 9, 10, 11, 5, 7
 3, 7, 3, 4, 6, 2, 3, 5, 11, 3, 5, 3, 6, 4, 5, 10, 10, 7, 3, 5, 6, 7, 4, 5, 6, 3, 10, 2, 7, 5, 3, 7, 2, 5, 7, 5, 5, 10, 8, 6, 5, 2, 4, 4, 4, 6, 7, 5, 4, 8, 8, 8, 11, 2, 5, 3, 4, 7, 6, 8, 5, 5, X, 9, 7, 9, 3, 5, 2, 4, 7, 5, 5, 6, 4, , 3, 6, 6, 7, 10, 6, 6, 8, 4, 10, 10, 10, 5, 7
 5, 4, 10, 6, 6, 11, 7, 2, 8, 8, 10, 2, 5, 6, 5, 5, 4, 7, 11, 4, 2, 3, 5, 9, 7, 4, 6, 2, 2, 5, 6, 7, 2, 6, 5, 6, 6, 6, 6, 3, 3, 4, 5, 5, 5, 8, 9, 2, 6, 4, 5, 5, 8, 3, 2, 2, 7, 7, 10, 6, 6, 4, X, 6, 7, 6, 9, 2, 5, 7, 6, 5, 5, 3, 9, , 4, 3, 4, 7, 11, 4, 6, 6, 5, 5, 8, 6, 4, 3
 4, 3, 4, 6, 2, 5, 4, 8, 12, 10, 8, 3, 4, 9, 6, 6, 10, 4, 4, 8, 4, 3, , 10, 7, 4, 4, 7, 5, 4, 8, 5, 2, 3, 4, 12, 7, 8, 13, 2, 4, 4, 5, 5, 10, 5, 8, 6, 7, 3, 5, 6, 5, 3, 3, 3, 6, 5, 3, 5, 8, 6, X, 6, 6, 8, 6, 5, 5, 3, 11, 4, 7, 4, 7, , 8, 8, 13, 6, 5, 5, 5, 6, 7, 2, 11, 5, 7, 5
 , 5, 4, 6, 2, 5, 4, 9, 5, 6, 6, 6, 5, 8, 9, 8, 9, 8, 7, 5, 5, 5, 9, 8, 11, 5, 6, 2, 8, 5, 12, 6, 6, 2, 6, 2, 6, 7, 10, 3, 5, 7, 4, 4, 6, 5, 6, 8, 10, 5, 8, 5, 6, 4, 5, 5, 6, 4, 8, 13, 2, 4, X, 6, 5, 8, 6, 4, 8, 2, 5, 5, 13, 5, 3, , 8, 8, 6, 8, 8, 7, 5, 12, 3, 7, 8, 13, , 6
 2, 17, 2, 5, 4, 6, 5, 3, 12, 11, 8, 4, 3, 3, 2, 8, 7, 6, 3, 3, 8, 3, 5, 6, 4, 5, 2, 6, 7, 3, 7, 3, 3, 6, 7, 10, 4, 5, 4, 4, , 3, 8, 8, 6, 6, 7, 3, 7, 6, 5, 7, 9, 6, 2, 3, 7, 4, 9, 4, 4, 4, X, 6, 4, 9, 5, 8, 5, 5, 7, 5, 6, 8, 6, , 4, 5, 4, 16, 11, 3, 2, 4, 5, 6, 7, 8, 5, 5
 6, 10, 4, 4, 5, 8, 5, 4, 3, 9, 8, 2, 3, 4, 4, 4, 6, 6, 4, 5, 6, 3, 8, 8, 7, 2, 6, 8, 5, 8, 9, 7, 2, 3, 4, 4, 2, 12, 8, 6, 2, 2, 6, 7, 5, 4, 5, 8, 8, 5, 7, 9, 3, 4, 2, 6, 3, 8, 7, 8, 5, 3, X, 6, 4, 7, 6, 7, 3, 3, 5, 4, 7, 6, 2, , 5, 5, 3, 7, 5, 6, 5, 3, 8, 2, 10, 7, 4, 12
 5, 5, 7, 2, 7, 5, 7, 5, , 9, 5, 4, 2, 9, 7, 6, 7, 8, 3, 1, 11, 6, 3, 7, 5, 6, 5, 3, 4, 9, 3, 6, 4, 2, 5, 2, 5, 10, 10, 5, 3, 2, 5, 3, 6, 9, 4, 4, 5, 4, 3, 5, 4, 7, 7, 5, 2, 4, 7, 5, 7, 5, X, 6, 11, 11, 4, 4, 6, 8, 5, 3, 3, 9, 7, , 7, 5, 4, 8, 6, 3, 3, 4, 4, 4, 9, 6, 2, 5
 2, 4, 6, 5, 5, 4, 8, 8, 4, 5, 4, 4, 5, 5, 3, 6, 4, 5, 7, 9, 10, 4, 8, 8, 9, 6, 5, 7, 2, 4, 9, 9, 2, 6, 6, 5, 3, 8, 6, 2, 7, 7, 4, 7, 6, 4, 9, 5, 5, 4, 6, 6, 7, 2, 7, 5, 5, 5, 9, 9, 3, 5, X, 6, 3, 10, 6, 4, 3, 5, 5, 9, 6, 8, 6, , 7, 8, 2, 10, 10, 6, 6, 4, 8, 5, 11, 15, 6, 5
 5, 7, 6, 4, 3, 5, 7, 6, 5, 12, 6, 7, 5, 4, 6, 5, 5, 3, 4, 5, 6, 4, 3, 11, 5, 4, 3, 5, 6, 7, 7, , 3, 4, 2, 8, 5, 7, 5, 6, 6, 3, 9, 2, 7, 7, 10, 4, 12, 3, 3, 5, 9, 3, 4, 2, 7, 4, 5, X, 4, 7, X, 4, 6, 8, 7, 6, 1, 5, 6, 2, 8, 5, 8, , 5, 4, 8, 4, 4, 3, 4, 4, 3, 7, 6, 5, 5, 4
 2, 5, 6, 3, 4, 2, 5, 4, 9, 8, 7, 2, 7, 2, 5, 7, 6, 3, 3, 6, 3, 6, 6, 6, 5, 5, 3, 8, 5, 6, 8, 7, 5, 6, 8, 4, 4, 3, 6, 1, 2, 6, 4, 5, 9, 6, 8, 3, 10, 3, 4, 6, 8, 3, 3, 2, 2, 4, 8, 7, 6, 6, X, 6, 6, 5, 7, 2, 5, 9, 6, 3, 5, 4, 2, , 3, 6, 4, 8, 6, 3, 3, 6, 8, 3, 10, 9, 7, 8
 4, 4, 6, 5, 4, 2, 3, 5, 7, 6, 6, 7, 10, 8, 6, 10, 5, 4, 4, 3, 5, 11, 2, 7, 10, 2, 3, 2, 4, 2, 5, 7, 7, 6, 7, 5, 4, 7, 3, 5, 8, 6, 12, 4, 7, 5, 3, 4, 7, 6, 5, 7, 5, 4, 6, 4, 6, 5, 7, 4, 4, 3, X, 5, 7, 3, 9, 3, 12, 9, 9, 4, 7, 5, 5, , 5, 10, 4, 10, 5, 5, 4, 6, 5, 4, 8, 5, 6, 6
 7, 1, 5, 8, 4, 10, 5, 3, 14, 5, 4, 6, 7, 4, 4, 6, 7, 8, 4, 5, 5, 5, 5, 3, 15, 2, 7, 3, 6, 3, 6, 5, 0, 8, 5, 6, 6, 7, 5, 5, 4, 6, 5, 8, 10, 4, 6, 5, 5, 4, 7, 6, 10, 1, 7, 13, 2, 4, 0, 7, 4, 4, 0, 2, 4, 8, 5, 4, 7, 7, 3, 5, 5, 6, 4, , 6, 4, 8, 9, 6, 2, 5, 3, 3, 4, 14, 8, 4, 2
 5, 3, 3, 4, 3, 4, 2, 5, 8, 9, 5, 3, 4, 5, 9, 3, 8, 6, 3, 4, 7, 3, 7, 12, 10, 7, 4, 7, 3, 8, 6, 6, 6, 7, 3, 6, 4, 6, 11, 6, 5, 4, 4, 7, 4, 8, 5, 4, 4, 8, 10, 5, 7, 9, 8, 3, 6, 5, 10, 5, 7, 5, X, 9, 4, 14, 9, 2, 10, 4, 3, 5, 7, 5, 6, , 5, 5, 5, 10, 7, 3, 6, 5, 6, 5, 10, 7, 3, 5
 3, 3, 10, 6, 2, 4, 4, 3, , 5, 3, 5, 2, 5, 7, 5, 2, 12, 4, 5, 3, 4, 9, 5, 9, 4, 3, 3, 7, 5, 7, 7, 3, 5, 5, 4, 3, 4, 6, 4, 5, 3, 2, 5, 6, 3, 5, 4, 2, 2, 4, 11, 8, 3, 5, 4, 8, 5, 11, 2, 3, 7, X, 4, 4, 11, 4, 7, 7, 6, 4, 4, 7, 7, 7, , 3, 4, 7, 6, 8, 3, 4, 4, 7, 6, 4, 7, 4, 8
 5, 9, 5, 6, 3, 4, 8, 3, 12, 10, 10, 2, 2, 1, 5, 6, 9, 5, 3, 3, 6, 7, 3, 5, 6, 3, 3, 4, 5, 3, 7, 8, 3, 2, 5, 6, 8, 9, 5, 3, 9, 5, 7, 5, 3, 6, 7, 7, 7, 5, 4, 6, 8, 4, 4, 5, 3, 8, 5, 9, 2, 3, X, 2, 4, 7, 9, 6, 2, 4, 4, 8, 8, 4, 4, , 4, 6, 6, 6, 6, 9, 3, 4, 3, 6, 7, 8, 4, 7
 4, 2, 5, 5, 4, 3, 2, 6, 4, 8, 5, 3, 6, 3, 3, 3, 5, 10, 3, 3, 12, 9, 3, 7, 4, 6, 3, 6, 6, 2, 6, 9, 3, 4, 7, 6, 5, 4, 4, 5, 4, 3, 3, 7, 8, 11, 6, 7, 6, 2, 6, 8, 4, 6, 2, 3, 6, 6, 4, 6, 8, 3, X, 7, 4, 5, 6, 7, 7, 3, 5, 9, 11, 5, 6, , 6, 5, 6, 12, 8, 3, 2, 6, 7, 4, 8, 10, 5, 
