 1, 5, 0, 5, 3, 8, 3, 2, 1, 8, 9, 0, 4, 4, 8, 9, 4, 9, 2, 6, 4, 5, 3, 3, 4, 3, 4, 4, 7, 4, 5, 4, 2, 2, 7, 5, 7, 9, 5, 4, 6, 2, 6, 10, 5, 6, 7, 4, 2, 6, 6, 5, 5, 6, 4, X, 3, 6, 10, 6, 1, 5, 12, 5, 8, 4, 3, 4, 4, 3, 10, 8, 7, X, 5, , 6, 7, 12, 7, 2, 3, 7, 4, 5, 8, 6, 4, 6, 2
 4, 6, 8, 3, 7, 7, 9, 5, 5, 8, 4, 2, 5, 5, 3, 2, 4, 2, 2, 4, 4, 8, 7, 7, 9, 2, 4, 3, 5, 7, 10, 5, 0, 3, 6, 8, 2, 4, 4, 0, 5, 3, 6, 5, 5, 8, 4, 2, 4, 4, 6, 9, 8, 3, 3, X, 4, 2, 7, 8, 5, 4, 6, 3, 9, 7, 12, 3, 5, 2, 9, 6, 10, X, 2, , 4, 6, 7, 6, 6, 2, 8, 7, 4, 4, 7, 8, 3, 5
 2, 4, 1, 7, 6, 7, 5, 9, 4, 8, 5, 6, 3, 0, 3, 2, 3, 3, 4, 3, 5, 2, 4, 9, 13, 3, 7, 7, 5, 5, 5, 4, 2, 4, 5, 3, 4, 10, 5, 4, 5, 6, 8, 11, 6, 6, 2, 4, 6, 2, 7, 6, 5, 5, 4, X, 10, 7, 6, 10, 9, 5, 10, 9, 4, 7, 4, 4, 7, 7, 5, 2, 12, X, 3, , 2, 6, 5, 11, 7, 4, 9, 5, 4, 6, 7, 6, 3, 8
 4, 4, 5, 7, 4, 7, 3, 5, 8, 10, 2, 4, 2, 2, 0, 4, 2, 6, 0, 6, 4, 8, 7, 13, 5, 4, 5, 3, 5, 10, 9, 4, 2, 8, 5, 3, 4, 8, 7, 4, 4, 6, 7, 4, 3, 4, 12, 4, 5, 7, 3, 9, 5, 7, 9, X, 4, 5, 4, 8, 3, 7, 4, 8, 4, 9, 8, 8, 14, 3, 6, 7, 7, X, 3, , 3, 8, 11, 2, 3, 3, 5, 6, 3, 6, 9, 11, 5, 6
 5, 2, 5, 5, 7, 3, 6, 4, 6, 7, 5, 8, 8, 15, 7, 4, 7, 7, 2, 5, 2, 3, 2, 9, 8, 2, 3, 6, 5, 6, 8, 4, 0, 3, 6, 6, 7, 7, 4, 3, 6, 11, 2, 6, 4, 7, 3, 5, 6, 7, 8, 7, 4, 3, 8, X, 3, 0, 10, 4, 4, 2, 6, 10, 9, 5, 3, 2, 9, 6, 6, 7, 8, X, 4, , 9, 10, 8, 8, 11, 6, 3, 4, 6, 4, 5, 8, 6, 6
 3, 3, 9, , 4, 5, 3, 5, 10, 6, 6, 2, 2, 3, 0, 5, 7, 13, 3, 8, 8, 7, 2, 9, 11, 3, 5, 9, 9, 5, 10, 8, 0, 2, 9, 5, 11, 8, 5, 2, 3, 4, 6, 2, 3, 7, 3, 7, 5, 8, 2, 7, 2, 6, 2, X, 7, 7, 4, 7, 4, 6, 5, 7, 5, 4, 7, 2, 3, 7, 4, 4, 9, X, 6, , 4, 3, 6, 9, 5, 3, 7, 5, 8, 9, 3, 10, 3, 4
 4, 2, 4, 3, 4, 2, 10, 8, 6, 8, 5, 31, 2, 8, 3, 3, 3, 6, 4, 6, 2, 3, 5, 7, 7, 2, 5, 7, 5, 4, 9, 4, 1, 6, 3, 6, 6, 8, 7, 2, 7, 4, 4, 3, 6, 3, 6, 9, 6, 3, 8, 6, 3, 6, , X, 5, 5, 8, 5, 4, 4, 5, 3, 6, 11, 10, 4, 4, 4, 6, 9, 8, X, 2, , 7, 4, 6, 7, 8, 4, 3, 3, 3, 8, 7, 3, 2, 4
 1, 7, 8, 3, 3, 7, 6, 7, 5, 7, 2, 1, 2, 4, 3, 8, 3, 7, 2, 7, 5, 3, 6, 3, 8, 2, 6, 9, 12, 2, 11, 8, 5, 3, 7, 5, 4, 0, 4, 4, 3, 5, 8, 5, 6, 6, 8, 5, 4, 9, 6, 9, 2, 4, 7, X, 10, 5, 6, 11, 4, 4, 4, 6, 2, 4, 5, 3, 5, 5, 2, 4, 10, X, 4, , 5, 9, 6, 10, 5, 5, 7, 4, 4, 7, 7, 6, 4, 3
 4, 3, 4, 5, 6, 7, 7, 7, , 9, 4, 1, 6, 7, 3, 5, 8, 6, 3, 7, 4, 5, 7, 3, 8, 4, 3, 6, 4, , 5, 9, 5, 7, 4, 6, 6, 9, 6, 4, 2, 6, 2, 5, 13, 2, 5, 3, 5, 2, 4, 5, 5, 8, 7, X, 6, 2, 7, 6, 9, 4, 4, 2, 2, 5, 4, 5, 6, 3, 8, 4, 6, X, 6, , 6, 4, 9, 3, 6, 3, 6, 0, 4, 6, 4, 5, 8, 11
 2, 4, 8, 5, 2, 4, 4, 3, 5, 3, 8, 2, 4, 4, 5, 6, 7, 3, 4, 3, 3, 7, 7, 5, 4, 4, 5, 1, 5, 4, 14, 5, 2, 3, 8, 8, 6, 12, 2, 1, 5, 7, 6, 6, 8, 10, 7, 2, 4, 5, 2, 8, 5, 6, 3, X, 3, 12, 9, 4, 3, 4, 4, 4, 11, 6, 12, 8, 8, 9, 6, 5, 7, X, 6, , 8, 6, 6, 10, 7, 4, 5, 10, 2, 6, 8, 6, 4, 10
 3, 2, 7, 4, 2, 10, 5, 5, 9, 3, 4, 2, 3, 6, 3, 4, 8, 2, 3, 5, 4, 11, 2, 5, 10, 3, 4, 6, 4, 10, 8, 2, 3, 2, 7, 2, 5, 9, 4, 6, 7, 5, 8, 8, 8, 5, 2, 7, 2, 6, 12, 8, 4, 5, 4, X, 7, 2, 5, 4, 2, 6, 7, 10, 5, 8, 8, 4, 6, 6, 5, 7, 3, X, 2, , 8, 7, 7, 16, 7, 5, 4, 6, 11, 6, 13, 4, 6, 0
 11, 4, 4, 3, 2, 5, 2, 6, 8, 5, 4, 2, 7, 4, 6, 2, 2, 4, 2, 5, 4, 5, 4, 6, 9, 2, 2, 8, 3, 3, 8, 5, 6, 3, 12, 4, 5, 7, 7, 3, 5, 5, 5, 3, 4, 8, 5, 7, 3, 0, 8, 6, 6, 7, 4, X, 3, 9, 8, 10, 5, 5, 2, 9, 7, 8, 8, 3, 6, 6, 4, 5, 9, X, 4, , 1, 7, 4, 11, 3, 7, 4, 5, 10, 6, 7, 8, 2, 6
 3, 1, 8, 3, 5, 7, 9, 31, 2, 6, 6, 2, 6, 3, 4, 4, 5, 4, 2, 4, 7, 7, 4, 10, 5, 4, 5, 2, 2, 9, 12, 7, 11, 4, 4, 4, 9, 5, 1, 7, 5, 6, 6, 7, 7, 2, 3, 7, 5, 5, 7, 8, 6, 1, 5, X, 3, 5, 8, 9, 5, 6, 3, 6, 6, 7, 4, 2, 5, 4, 6, 10, 9, X, 4, , 3, 8, 0, 10, 5, 6, 6, 6, 6, 4, 8, 10, 5, 10
 2, 4, 6, 1, 6, 11, 2, 34, 3, 8, 5, 3, 4, 8, 9, 4, 4, 6, 2, 4, 2, 2, 3, 8, 6, 4, 5, 4, 4, 6, 12, 9, 0, 3, 8, 11, 4, 6, 5, 1, 6, 3, 5, 5, 16, 4, 6, 5, 2, 8, 8, 7, 7, 4, 5, X, 10, 4, 9, 6, 6, 2, 5, 5, 5, 6, 10, 7, 9, 8, 8, 4, 10, X, 6, , 4, 3, 9, 5, 10, 10, 2, 6, 9, 6, 6, 10, 4, 8
 3, 4, 4, 5, 4, 15, 3, 9, 5, 4, 14, 3, 4, 5, 8, 11, 4, 8, 3, 8, 9, 5, 5, 5, 3, 2, 4, 5, 6, 7, 5, 10, 2, 6, 9, 8, 5, 6, 4, 2, 8, 4, 5, 3, 7, 5, 3, 6, 5, 6, 6, 7, 5, 5, 6, X, 8, 3, 4, 7, 4, 5, 5, 6, 5, 13, 4, 4, 11, 4, 7, 9, 12, X, 5, , 5, 8, 6, 6, 10, 2, 5, 7, 5, 4, 6, 6, 7, 4
 5, 3, 10, 3, 7, 7, 4, 4, 4, 3, 3, 3, 4, 4, 5, 7, 6, 5, 6, 8, 6, 6, 4, 8, 9, 3, 8, 8, 5, 5, 9, 7, 3, 4, 4, 4, 3, 9, 4, 4, 6, 6, 7, 4, 6, 9, 6, 3, 3, 2, 6, 5, 13, 1, 8, X, 2, 8, 7, 4, 4, 3, 4, 5, 8, 4, 2, 5, 8, 7, 8, 4, 7, X, 5, , 4, 4, 9, 8, 4, 2, 5, 9, 5, 3, 9, 10, 3, 6
 6, 2, 7, 5, 2, 5, 9, 2, 7, 10, 6, 5, 4, 2, 5, 3, 9, 7, 4, 2, 2, 4, 7, 4, 9, 5, 4, 3, 11, 3, 2, 6, 2, 2, 4, 4, 4, 14, 6, 9, 7, 3, 5, 4, 3, 5, 2, 6, 7, 2, 9, 8, 2, 4, 7, X, 10, 3, 9, 5, 4, 9, 11, 5, 4, 9, 10, 5, 4, 3, 6, 2, 9, X, 5, , 5, 8, 3, 10, 13, 8, 4, 9, 3, 13, 7, 7, 5, 6
 2, 2, 11, 4, 2, 3, 7, 1, 9, 7, 3, 5, 6, 6, 6, 4, 6, 8, 3, 2, 5, 3, 3, 8, 4, 0, 4, 6, 3, 7, 1, 3, 3, 10, 11, 5, 7, 5, 2, 0, 3, 6, 3, 0, 8, 2, 4, 1, 4, 2, 9, 9, 4, 2, 2, X, 6, 2, 5, 4, 3, 7, 10, 5, 7, 14, 6, 6, 3, 6, 5, 7, 16, X, 10, , 5, 7, 8, 11, 10, 5, 5, 3, 3, 4, 3, 8, 2, 5
 6, 6, 5, 7, 3, 9, 8, 5, 9, 3, 4, 5, 5, 6, 4, 5, 5, 6, 2, 5, 5, 7, , 7, 7, 4, 4, 9, 7, 4, 12, 4, 0, 6, 4, 5, 7, 12, 4, 7, 4, 7, 4, 8, 3, 8, 5, 4, 6, 6, 6, 7, 13, 2, 8, X, 4, 2, 9, 3, 0, 7, 5, 4, 5, 13, 5, 3, 12, 6, 8, 5, 5, X, 5, , 8, 7, 11, 6, 4, 8, 7, 5, 9, 5, 14, 7, 4, 3
 , 1, 4, 4, 2, 5, 4, 4, 6, 4, 6, 8, 4, 5, 5, 2, 5, 6, 6, 6, 7, 3, 6, 12, 10, 2, 3, 0, 3, 2, 4, 8, 0, 2, 5, 8, 4, 5, 6, 0, 5, 7, 3, 7, 8, 7, 3, 6, 7, 4, 9, 6, 2, 4, 4, X, 1, 10, 14, 5, 7, 5, 5, 8, 5, 6, 8, 6, 10, 2, 2, 1, 11, X, 4, , 7, 9, 7, 12, 3, 5, 5, 5, 6, 8, 6, 7, , 8
 3, 4, 6, 3, 4, 4, 7, 5, 7, 3, 5, 4, 8, 4, 10, 7, 8, 7, 3, 7, 4, 2, 7, 5, 14, 9, 3, 3, 5, 6, 7, 7, 3, 4, 9, 7, 9, 15, 4, 4, , 7, 6, 2, 13, 6, 5, 2, 5, 6, 7, 10, 4, 4, 6, X, 6, 4, 5, 7, 2, 4, 5, 9, 4, 10, 6, 6, 6, 4, 6, 6, 9, X, 4, , 5, 7, 5, 7, 6, 5, 7, 5, 4, 4, 12, 4, 5, 12
 2, 5, 7, 6, 2, 6, 3, 2, 7, 6, 6, 2, 3, 5, 4, X, 10, 5, 3, 2, 7, 3, 0, 10, 5, 2, 4, 7, 5, 4, 4, 6, 0, 4, 7, 6, 3, 11, 5, 2, 6, 11, 4, 7, 1, 3, 4, 5, 3, 5, 2, 6, 4, 5, 5, X, 6, 4, 6, 6, 4, 6, 4, 6, 6, 5, 7, 2, 5, 4, 10, 4, 9, X, 9, , 5, 4, 4, 10, 5, 5, 4, 9, 6, 3, 9, 9, 3, 7
 3, 5, 5, 3, 3, 2, 3, 3, , 7, 7, 3, 7, 5, 6, 12, 6, 3, 2, 3, 9, 3, 3, 6, 6, 1, 5, 7, 15, 9, 11, 2, 1, 3, 6, 8, 8, 10, 3, 3, 7, 11, 3, 6, 5, 6, 6, 4, 10, 6, 4, 14, 6, 3, 4, X, 1, 5, 8, 7, 3, 3, 4, 4, 8, 6, 3, 3, 2, 4, 6, 11, 14, X, 2, , 3, 5, 7, 9, 7, 6, 2, 6, 7, 6, 9, 7, 4, 9
 2, 4, 4, 6, 6, 4, 5, 6, 5, 5, 7, 7, 3, 7, 5, 8, 9, 5, 5, 3, 10, 2, 5, 5, 4, 7, 5, 5, 5, 7, 15, 3, 2, 7, 4, 6, 3, 16, 3, 2, 5, 3, 6, 4, 4, 7, 6, 2, 4, 8, 6, 13, 10, 4, 6, X, 3, 3, 7, 6, 5, 4, 2, 9, 5, 9, 3, 6, 5, 5, 8, 8, 8, X, 3, , 7, 9, 3, 8, 6, 2, 7, 2, 7, 6, 11, 5, 7, 3
 5, 4, 5, 3, 2, 5, 2, 7, 6, 5, 6, 4, 5, 6, 3, 7, 0, 7, 2, 7, 9, 4, 5, 7, 5, 0, 5, 2, 4, 7, 9, , 8, 6, 6, 3, 7, 15, 8, 0, 2, 4, 4, 7, 1, 5, 4, 2, 10, 11, 5, 8, 4, 2, 11, X, 4, 5, 5, 0, 4, 6, 7, 11, 7, 8, 5, 5, 6, 3, 5, 4, 11, X, 4, , 10, 8, 9, 10, 7, 3, 6, 10, 4, 11, 8, 6, 8, 10
 3, 3, 8, 3, 3, 8, 4, 5, 8, 3, 4, 4, 3, 3, 6, 4, 5, 4, 4, 4, 4, 5, 6, 6, 5, 3, 4, 6, 6, 5, 12, 6, 0, 0, 5, 4, 5, 6, 3, 2, 2, 5, 5, 5, 5, 2, 6, 6, 6, 11, 2, 11, 5, 5, 7, X, 6, 4, 12, 7, 6, 3, 4, 3, 11, 14, 4, 6, 4, 2, 4, 8, 14, X, 4, , 6, 2, 7, 11, 4, 3, 6, 4, 5, 6, 12, 6, 4, 10
 2, 2, 4, 6, 2, 8, 4, 5, 5, 7, 5, 4, 3, 4, 5, 3, 5, 10, 2, 3, 6, 3, 2, 9, 6, 2, 5, 6, 7, 3, 5, 9, 4, 4, 7, 6, 5, 8, 12, 2, 6, 2, 7, 4, 10, 5, 5, 5, 7, 6, 5, 9, 5, 2, 5, X, 4, 4, 14, 6, 5, 9, 3, 4, 4, 11, 6, 4, 5, 7, 8, 3, 15, X, 4, , 6, 11, 4, 14, 7, 3, 8, 3, 5, 4, 18, 4, 2, 9
 2, 2, 6, 5, 2, 4, 6, 6, 3, 5, 7, 2, 3, 3, 7, 5, 5, 8, 5, 6, 6, 7, 6, 5, 5, 5, 8, 5, 2, 3, 6, 3, 11, 3, 5, 5, 4, 5, 4, 5, 7, 3, 5, 3, 6, 5, 6, 3, 7, 10, 5, 9, 9, 5, 9, X, 7, 5, 13, 8, 3, 5, X, 7, 2, 6, 9, 4, 7, 4, 4, 9, 11, X, 7, , 4, 3, 6, 12, 10, 9, 11, 6, 9, 0, 10, 10, 6, 7
 4, 2, 6, 2, 4, 4, 5, 8, 1, 11, 4, 2, 2, 7, 8, 2, 4, 2, 2, 8, 9, 2, 8, 12, 7, 3, 5, 5, 5, 3, 9, 7, 10, 5, 2, 5, 3, 6, 8, 4, 8, 2, 8, 2, 11, 2, 4, 4, 8, 3, 8, 9, 2, 1, 5, X, 5, 10, 19, 7, 3, 5, 6, 6, 6, 5, 6, 2, 5, 7, 6, 6, 13, X, 3, , 5, 8, 15, 7, 8, 6, 5, 5, 4, 10, 14, 5, 4, 5
 6, 2, 4, 2, 2, 3, 3, 4, , 5, 4, 5, 4, 2, 3, 8, 7, 7, 5, 5, 7, 2, 4, 1, 11, 5, 4, 3, 7, 6, 10, 6, 8, 7, 3, 4, 4, 9, 2, 2, 4, 4, 4, 2, 13, 8, 3, 5, 9, 4, 1, 10, 17, 2, 3, X, 11, 10, 8, 6, 5, 4, 6, 3, 6, 12, 4, 3, 8, 5, 3, 7, 10, X, 5, , 4, 12, 7, 10, 6, 2, 5, 4, 5, 4, 10, 10, 2, 4
 2, 6, 4, 5, 6, 8, 7, 7, 7, 2, 7, 4, 4, 1, 9, 6, 5, 8, 7, 2, 2, 8, 7, 10, 10, 2, 4, 7, 5, 4, 9, 7, 7, 5, 7, 7, 4, 16, 7, 4, 5, 6, 6, 12, 17, 3, 5, 5, 3, 8, 7, 6, 21, 4, 4, X, 5, 9, 0, 2, 2, 6, 3, 4, 8, 11, 8, 3, 12, 6, 5, 9, 17, X, 5, , 9, 2, 2, 17, 3, 2, 6, 6, 7, 3, 8, 5, 4, 8
 4, 4, 5, 7, 2, 7, 11, 3, 12, 7, 2, 8, 1, 7, 5, 4, 3, 6, 4, 6, 7, 6, 9, 5, 6, 4, 4, 7, 10, 4, 10, 4, 3, 8, 2, 6, 9, 10, 3, 1, 7, 4, 3, 4, 16, 2, 4, 5, 4, 10, 4, 6, 9, 2, 4, X, 3, 4, 10, 4, 4, 4, 8, 7, 4, 15, 6, 5, 5, 7, 4, 6, 9, X, 3, , 5, 5, 4, 9, 4, 7, 7, 5, 4, 7, 10, 7, 2, 
